ISO28178
# Data formatted with IT8.7/4 patch set
ORIGINATOR	"Idealliance  E,G,J4,T"
CREATED	"December, 2016"
DESCRIPTOR	XCMYK - Expanded gamut reference characterization for high density offset printing
MEASUREMENT_SOURCE	"MeasurementCondition=M1	Filter=D50"
ILLUMINATION_NAME	D50
OBSERVER_ANGLE	2
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	SampleID
NUMBER_OF_FIELDS	11
BEGIN_DATA_FORMAT
SampleID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
322	100	70	30	0	4.881	6.137	18.999	29.755	-12.253	-43.691
323	100	85	30	0	4.02	4.274	15.118	24.557	-1.443	-43.666
324	100	100	30	0	3.033	2.472	9.787	17.791	12.189	-40.003
325	0	0	40	0	77.716	83.551	35.243	93.255	-5.608	37.756
326	0	10	40	0	70.679	71.663	32.42	87.806	3.389	32.495
327	0	20	40	0	63.883	60.491	29.057	82.104	13.025	27.916
328	0	30	40	0	58.874	52.418	26.661	77.53	21.037	24.023
329	0	40	40	0	54.143	44.943	23.943	72.854	29.512	20.793
330	0	55	40	0	47.557	34.801	19.568	65.593	43.354	16.887
331	0	70	40	0	42.075	27.045	15.671	59.016	55.902	14.38
332	0	85	40	0	36.821	20.347	11.388	52.227	68.673	14.279
333	0	100	40	0	31.373	15.159	6.542	45.851	77.3	20.724
334	10	0	40	0	66.889	74.739	34.537	89.271	-11.132	31.898
335	10	10	40	0	60.836	64.252	31.494	84.097	-2.608	27.508
336	10	20	40	0	55.461	55.008	28.836	79.046	6.146	23.001
337	10	30	40	0	50.594	46.786	26.045	74.053	15.13	19.092
338	10	40	40	0	46.497	39.965	23.366	69.445	23.795	15.986
339	10	55	40	0	41.014	31.204	19.389	62.68	36.896	12.24
340	10	70	40	0	36.225	23.934	15.496	56.021	50.351	9.645
341	10	85	40	0	31.448	17.662	11.164	49.084	63.639	9.541
342	10	100	40	0	26.603	12.985	6.475	42.74	72.315	15.653
343	20	0	40	0	57.385	66.837	33.793	85.421	-16.583	26.345
344	20	10	40	0	51.94	57.224	30.601	80.305	-8.278	22.355
345	20	20	40	0	47.613	49.236	28.039	75.598	0.386	18.366
346	20	30	40	0	43.38	41.803	25.356	70.735	9.272	14.583
347	20	40	40	0	39.71	35.483	22.713	66.123	18.025	11.493
348	20	55	40	0	35.132	27.811	19.193	59.718	30.751	7.551
349	20	70	40	0	30.708	20.815	15.067	52.747	45.131	5.066
350	20	85	40	0	26.634	15.249	10.933	45.974	58.504	4.894
351	20	100	40	0	22.56	11.166	6.455	39.858	67.336	10.774
352	30	0	40	0	48.254	58.998	33.275	81.291	-22.386	19.984
353	30	10	40	0	43.963	50.734	30.306	76.517	-13.944	16.288
354	30	20	40	0	40.667	43.979	27.722	72.215	-5.267	13.061
355	30	30	40	0	36.924	37.22	24.842	67.442	3.429	9.824
356	30	40	40	0	33.824	31.55	22.283	62.97	12.245	6.884
357	30	55	40	0	29.846	24.637	18.897	56.72	24.778	3.019
358	30	70	40	0	26.028	18.333	15.053	49.898	39.1	0.188
359	30	85	40	0	22.487	13.21	10.829	43.077	53.124	0.222
360	30	100	40	0	18.875	9.459	6.364	36.853	62.505	5.996
361	40	0	40	0	40.194	51.771	32.487	77.144	-27.973	14.011
362	40	10	40	0	37.042	44.948	29.715	72.857	-19.528	10.914
363	40	20	40	0	34.002	38.663	27.051	68.506	-11.002	7.798
364	40	30	40	0	31.181	33.078	24.471	64.224	-2.594	4.946
365	40	40	40	0	28.87	28.311	22.012	60.168	6.188	2.58
366	40	55	40	0	25.407	21.999	18.726	54.026	18.713	-1.255
367	40	70	40	0	21.813	15.972	14.774	46.938	33.381	-4.208
368	40	85	40	0	19.002	11.529	10.874	40.457	47.621	-4.435
369	40	100	40	0	16.049	8.216	6.608	34.429	57.672	0.742
370	55	0	40	0	30.198	42.37	31.379	71.125	-35.988	5.32
371	55	10	40	0	27.912	36.866	28.736	67.176	-27.76	2.699
372	55	20	40	0	25.673	31.861	26.444	63.228	-19.834	-0.263
373	55	30	40	0	23.245	26.97	23.874	58.947	-11.859	-3.059
374	55	40	40	0	21.707	23.226	21.504	55.305	-3.18	-4.808
375	55	55	40	0	19.157	17.889	18.237	49.361	10.03	-8.228
376	55	70	40	0	16.592	13.107	14.794	42.924	24.125	-11.181
377	55	85	40	0	14.044	9.032	10.717	36.045	38.743	-11.548
378	55	100	40	0	11.832	6.306	6.814	30.172	49.452	-7.485
379	70	0	40	0	20.999	33.089	30.029	64.233	-45.006	-4.455
380	70	10	40	0	19.212	28.7	27.761	60.516	-37.773	-7.174
381	70	20	40	0	17.897	25.042	25.604	57.116	-29.943	-9.335
382	70	30	40	0	16.356	21.439	23.48	53.427	-22.471	-11.844
383	70	40	40	0	15.069	18.254	21.186	49.802	-14.305	-13.661
384	70	55	40	0	13.291	14.037	18.077	44.286	-1.564	-16.624
385	70	70	40	0	11.483	10.214	14.814	38.223	12.278	-19.335
386	70	85	40	0	9.804	7.029	11.103	31.873	27.028	-19.946
387	70	100	40	0	8.093	4.598	6.961	25.558	39.793	-16.061
388	85	0	40	0	13.489	24.302	28.691	56.389	-52.46	-15.825
389	85	10	40	0	12.516	21.371	26.972	53.353	-45.774	-18.193
390	85	20	40	0	11.356	18.493	25.074	50.088	-39.772	-20.513
391	85	30	40	0	10.629	16.232	23.245	47.277	-33.002	-22.008
392	85	40	40	0	9.615	13.758	21.052	43.884	-26.256	-23.597
393	85	55	40	0	8.472	10.71	18.383	39.088	-15.162	-26.263
394	85	70	40	0	7.285	7.815	15.193	33.595	-2.394	-28.27
395	85	85	40	0	6.142	5.27	11.58	27.491	12.221	-28.946
396	85	100	40	0	4.937	3.201	7.266	20.83	26.918	-25.477
397	100	0	40	0	7.686	15.761	27.201	46.659	-54.897	-30.124
398	100	10	40	0	7.112	13.942	25.551	44.15	-49.578	-31.598
399	100	20	40	0	6.643	12.443	24.232	41.912	-44.644	-33.086
400	100	30	40	0	6.229	11.102	22.795	39.752	-39.683	-34.13
401	100	40	40	0	5.651	9.57	20.729	37.06	-34.484	-34.711
402	100	55	40	0	5.155	7.933	18.84	33.843	-26.483	-36.302
403	100	70	40	0	4.368	5.902	15.875	29.163	-16.426	-37.587
404	100	85	40	0	3.656	4.111	12.768	24.036	-4.588	-38.342
405	100	100	40	0	2.806	2.386	8.398	17.395	9.855	-35.799
406	0	0	55	0	75.741	82.004	24.575	92.577	-6.658	53.641
407	0	10	55	0	68.782	70.174	22.454	87.082	2.439	48.126
408	0	20	55	0	62.512	59.776	20.478	81.717	11.556	42.795
409	0	30	55	0	57.082	50.969	18.487	76.66	20.438	38.29
410	0	40	55	0	52.556	43.64	16.561	71.987	29.179	34.608
411	0	55	55	0	46.782	34.692	14.131	65.508	41.564	29.469
412	0	70	55	0	41.221	26.662	11.202	58.66	54.852	25.937
413	0	85	55	0	36.305	20.208	8.369	52.071	67.64	24.096
414	0	100	55	0	31.057	15.111	5.038	45.787	76.422	27.775
415	10	0	55	0	64.927	73.268	24.353	88.575	-12.503	47.146
416	10	10	55	0	59.045	62.928	21.988	83.405	-3.874	42.69
417	10	20	55	0	53.681	53.694	20.109	78.283	4.937	37.635
418	10	30	55	0	49.112	45.862	18.325	73.456	13.724	33.122
419	10	40	55	0	45.09	39.096	16.383	68.821	22.491	29.57
420	10	55	55	0	40.109	30.926	14.022	62.446	35.118	24.475
421	10	70	55	0	35.207	23.46	11.063	55.544	48.997	20.989
422	10	85	55	0	30.833	17.537	8.265	48.93	62.047	19.069
423	10	100	55	0	26.398	13.029	5.03	42.807	71.19	22.683
424	20	0	55	0	55.233	65.192	23.832	84.583	-18.292	41.219
425	20	10	55	0	50.445	56.241	21.671	79.751	-9.828	37.011
426	20	20	55	0	45.954	48.097	19.807	74.886	-1.188	32.406
427	20	30	55	0	42.187	41.303	18.003	70.388	7.223	28.546
428	20	40	55	0	38.394	34.758	15.987	65.56	16.297	24.894
429	20	55	55	0	34.199	27.473	13.721	59.41	28.888	20.04
430	20	70	55	0	29.989	20.707	11.049	52.627	42.962	16.005
431	20	85	55	0	26.194	15.255	8.183	45.981	56.67	14.293
432	20	100	55	0	22.365	11.181	4.947	39.884	66.331	18.078
433	30	0	55	0	46.104	57.34	23.027	80.371	-24.406	35.462
434	30	10	55	0	42.408	49.713	21.201	75.893	-15.843	31.291
435	30	20	55	0	39.057	42.944	19.275	71.517	-7.272	27.72
436	30	30	55	0	35.758	36.692	17.466	67.045	1.276	23.991
437	30	40	55	0	32.618	31.036	15.817	62.538	9.862	20.096
438	30	55	55	0	28.815	24.177	13.425	56.265	22.803	15.412
439	30	70	55	0	25.29	18.132	10.838	49.656	37.06	11.539
440	30	85	55	0	22.008	13.148	8.053	42.986	51.319	9.62
441	30	100	55	0	18.818	9.539	4.876	37.002	61.571	13.486
442	40	0	55	0	38.239	50.283	22.66	76.243	-30.245	29.043
443	40	10	55	0	35.097	43.526	20.776	71.91	-21.919	25.281
444	40	20	55	0	32.512	37.777	18.888	67.856	-13.435	22.238
445	40	30	55	0	29.929	32.439	17.122	63.704	-5.013	19.019
446	40	40	55	0	27.358	27.454	15.558	59.392	3.59	15.304
447	40	55	55	0	24.108	21.223	13.183	53.193	16.75	10.776
448	40	70	55	0	21.099	15.801	10.63	46.712	30.991	7.116
449	40	85	55	0	18.505	11.378	7.921	40.21	46.126	5.341
450	40	100	55	0	15.731	8.14	4.956	34.274	56.516	8.357
451	55	0	55	0	28.543	41.17	22.087	70.295	-38.727	19.893
452	55	10	55	0	26.236	35.711	20.308	66.299	-30.734	16.562
453	55	20	55	0	24.389	31.13	18.607	62.617	-22.654	13.816
454	55	30	55	0	22.36	26.741	16.99	58.734	-14.941	10.755
455	55	40	55	0	20.606	22.826	15.431	54.893	-6.634	7.861
456	55	55	55	0	18.055	17.401	13.002	48.761	6.91	3.634
457	55	70	55	0	15.775	12.764	10.598	42.405	21.719	-0.208
458	55	85	55	0	13.775	9.036	7.995	36.053	37.02	-2.113
459	55	100	55	0	11.671	6.306	5.088	30.171	48.32	0.592
460	70	0	55	0	19.288	31.794	21.34	63.173	-48.841	9.083
461	70	10	55	0	17.859	27.807	19.72	59.714	-41.338	6.429
462	70	20	55	0	16.567	24.214	18.086	56.302	-33.678	4.074
463	70	30	55	0	15.29	20.867	16.708	52.804	-25.933	1.187
464	70	40	55	0	14.044	17.8	15.089	49.252	-18.186	-1.013
465	70	55	55	0	12.64	13.955	13.14	44.169	-5.346	-4.665
466	70	70	55	0	10.918	9.991	10.597	37.827	9.884	-8.099
467	70	85	55	0	9.198	6.789	8.055	31.321	24.489	-10.5
468	70	100	55	0	7.838	4.578	5.24	25.497	37.726	-8.244
469	85	0	55	0	12.078	23.26	20.941	55.339	-57.317	-3.625
470	85	10	55	0	11.094	20.341	19.39	52.22	-50.867	-5.795
471	85	20	55	0	10.278	17.841	17.995	49.303	-44.401	-7.791
472	85	30	55	0	9.396	15.411	16.625	46.192	-37.979	-10.018
473	85	40	55	0	8.504	13.137	15.236	42.968	-31.611	-12.217
474	85	55	55	0	7.698	10.412	13.289	38.572	-19.928	-14.721
475	85	70	55	0	6.78	7.698	11.161	33.346	-6.325	-17.582
476	85	85	55	0	5.526	5.008	8.579	26.759	8.473	-20.32
477	85	100	55	0	4.657	3.23	5.812	20.941	22.856	-18.901
478	100	0	55	0	6.538	15.046	19.935	45.697	-62.043	-18.187
479	100	10	55	0	6.08	13.43	18.979	43.404	-57.041	-20.117
480	100	20	55	0	5.684	12.008	17.891	41.23	-52.083	-21.478
481	100	30	55	0	5.254	10.584	16.774	38.871	-46.951	-22.989
482	100	40	55	0	4.825	9.186	15.424	36.34	-41.345	-24.11
483	100	55	55	0	4.411	7.641	14.027	33.225	-33.349	-25.92
484	100	70	55	0	3.736	5.657	12.175	28.53	-22.744	-28.905
485	100	85	55	0	3.155	3.9	9.807	23.34	-9.644	-30.505
486	100	100	55	0	2.532	2.352	6.75	17.236	5.368	-29.515
487	0	0	70	0	73.985	80.258	15.859	91.801	-6.906	70.447
488	0	10	70	0	67.319	68.942	14.775	86.475	1.865	63.957
489	0	20	70	0	61.225	58.84	13.468	81.203	10.779	58.295
490	0	30	70	0	56.203	50.637	12.206	76.459	19.141	53.64
491	0	40	70	0	51.884	43.693	11.061	72.023	27.276	49.409
492	0	55	70	0	45.947	34.232	9.325	65.146	40.774	43.215
493	0	70	70	0	40.604	26.392	7.377	58.408	54.051	38.861
494	0	85	70	0	35.725	19.966	5.655	51.799	66.88	35.05
495	0	100	70	0	30.666	14.994	3.534	45.627	75.665	36.278
496	10	0	70	0	63.08	71.47	15.803	87.713	-12.985	63.535
497	10	10	70	0	57.392	61.426	14.213	82.607	-4.436	58.734
498	10	20	70	0	52.138	52.369	12.984	77.501	4.328	53.235
499	10	30	70	0	47.926	45.092	11.843	72.952	12.653	48.655
500	10	40	70	0	44.378	38.983	10.739	68.739	20.791	44.749
501	10	55	70	0	39.019	30.205	9.075	61.831	34.356	38.371
502	10	70	70	0	34.348	22.985	7.191	55.057	48.162	33.844
503	10	85	70	0	30.207	17.316	5.503	48.656	60.899	30.373
504	10	100	70	0	26.06	12.966	3.539	42.711	70.209	31.223
505	20	0	70	0	53.365	63.419	15.506	83.663	-19.062	57.279
506	20	10	70	0	48.719	54.666	13.988	78.848	-10.587	52.844
507	20	20	70	0	44.49	46.879	12.632	74.112	-2.048	48.379
508	20	30	70	0	41.069	40.585	11.631	69.884	6.009	43.994
509	20	40	70	0	37.807	34.826	10.466	65.613	14.183	40.225
510	20	55	70	0	33.044	26.695	8.86	58.691	27.956	33.72
511	20	70	70	0	29.081	20.167	7.042	52.025	42.101	29.231
512	20	85	70	0	25.553	15.041	5.456	45.691	55.257	25.493
513	20	100	70	0	21.984	11.114	3.526	39.771	65.066	26.24
514	30	0	70	0	44.61	55.923	14.886	79.57	-25.224	51.769
515	30	10	70	0	40.957	48.504	13.664	75.142	-16.993	47.314
516	30	20	70	0	37.618	41.754	12.373	70.701	-8.36	43.235
517	30	30	70	0	34.583	35.94	11.201	66.474	-0.242	39.411
518	30	40	70	0	31.842	30.765	10.25	62.309	8.07	35.224
519	30	55	70	0	27.809	23.539	8.707	55.624	21.631	28.982
520	30	70	70	0	24.443	17.665	6.876	49.087	35.9	24.866
521	30	85	70	0	21.441	12.932	5.298	42.661	50.07	21.053
522	30	100	70	0	18.466	9.49	3.542	36.912	60.14	21.199
523	40	0	70	0	36.752	48.877	14.636	75.375	-31.33	45.173
524	40	10	70	0	33.74	42.383	13.431	71.134	-23.238	41.034
525	40	20	70	0	31.087	36.613	12.193	66.986	-14.844	37.344
526	40	30	70	0	28.775	31.613	11.03	63.022	-6.478	33.985
527	40	40	70	0	26.325	26.84	10.05	58.826	1.841	29.873
528	40	55	70	0	23.241	20.702	8.45	52.622	15.386	24.745
529	40	70	70	0	20.563	15.605	6.859	46.453	29.537	20.393
530	40	85	70	0	17.818	11.136	5.272	39.809	44.24	16.268
531	40	100	70	0	15.384	8.067	3.548	34.123	55.141	16.356
532	55	0	70	0	27.253	40.006	14.535	69.474	-40.286	35.257
533	55	10	70	0	24.997	34.714	13.259	65.526	-32.586	31.831
534	55	20	70	0	23.049	30.085	11.933	61.728	-24.721	29.037
535	55	30	70	0	21.261	25.937	10.966	57.977	-16.796	25.485
536	55	40	70	0	19.725	22.201	9.991	54.24	-8.142	22.161
537	55	55	70	0	17.189	16.855	8.297	48.076	5.216	17.477
538	55	70	70	0	15.098	12.482	6.958	41.973	19.616	12.253
539	55	85	70	0	13.062	8.761	5.364	35.52	34.726	8.411
540	55	100	70	0	11.33	6.23	3.591	29.985	46.688	8.937
541	70	0	70	0	18.265	31.015	14.105	62.52	-51.291	24.384
542	70	10	70	0	16.969	27.206	13.071	59.165	-43.785	21.382
543	70	20	70	0	15.427	23.364	11.879	55.445	-36.513	18.363
544	70	30	70	0	14.223	20.128	10.914	51.981	-28.837	15.309
545	70	40	70	0	13.05	17.073	9.917	48.352	-20.668	12.254
546	70	55	70	0	11.804	13.414	8.516	43.381	-7.683	8.567
547	70	70	70	0	10.091	9.564	6.923	37.049	6.966	3.91
548	70	85	70	0	8.745	6.636	5.359	30.964	22.21	0.581
549	70	100	70	0	7.608	4.613	3.791	25.603	35.133	0.098
550	85	0	70	0	10.89	22.245	13.867	54.286	-61.273	10.816
551	85	10	70	0	9.961	19.463	12.869	51.225	-55.154	8.253
552	85	20	70	0	9.197	17.103	11.951	48.389	-49.09	5.988
553	85	30	70	0	8.399	14.85	11.182	45.428	-43.136	3.185
554	85	40	70	0	7.588	12.613	10.234	42.175	-36.488	0.565
555	85	55	70	0	6.931	10.116	9.206	38.051	-25.077	-3.089
556	85	70	70	0	6.084	7.315	7.556	32.513	-10.045	-6.502
557	85	85	70	0	5.158	4.894	5.846	26.431	5.509	-9.597
558	85	100	70	0	4.336	3.229	4.242	20.937	18.599	-10.678
559	100	0	70	0	5.574	14.326	13.898	44.697	-68.289	-5.801
560	100	10	70	0	5.142	12.758	13.001	42.396	-63.501	-7.338
561	100	20	70	0	4.805	11.445	12.226	40.32	-58.758	-8.725
562	100	30	70	0	4.526	10.298	11.567	38.373	-54.006	-10.146
563	100	40	70	0	4.21	9.021	10.995	36.025	-48.175	-12.453
564	100	55	70	0	3.69	7.196	9.624	32.249	-39.483	-14.526
565	100	70	70	0	3.209	5.428	8.501	27.921	-28.491	-18.029
566	100	85	70	0	2.676	3.734	6.819	22.773	-15.738	-20.262
567	100	100	70	0	2.322	2.459	5.053	17.733	-1.011	-20.673
568	0	0	85	0	72.737	78.48	9.143	90.998	-6.037	88.421
569	0	10	85	0	65.748	66.733	8.125	85.369	3.155	82.422
570	0	20	85	0	59.876	57.181	7.466	80.281	11.574	76.217
571	0	30	85	0	54.682	48.764	6.55	75.304	20.314	71.468
572	0	40	85	0	50.391	41.763	5.903	70.707	29.011	66.469
573	0	55	85	0	44.828	33.13	5.104	64.266	41.368	59.296
574	0	70	85	0	39.819	25.817	4.103	57.863	53.969	53.805
575	0	85	85	0	35.378	19.874	3.195	51.695	66.162	49.053
576	0	100	85	0	30.528	15.117	2.234	45.795	74.43	46.49
577	10	0	85	0	61.418	69.271	8.778	86.638	-12.196	82.198
578	10	10	85	0	55.669	59.192	7.898	81.397	-3.47	76.439
579	10	20	85	0	50.743	50.809	7.279	76.564	4.702	70.564
580	10	30	85	0	46.56	43.547	6.531	71.925	13.282	65.726
581	10	40	85	0	42.678	37.078	5.798	67.335	21.846	61.154
582	10	55	85	0	37.906	29.257	4.964	61.008	34.354	54.408
583	10	70	85	0	33.456	22.401	3.985	54.45	47.686	48.635
584	10	85	85	0	29.697	17.111	3.129	48.4	60.078	43.846
585	10	100	85	0	25.578	12.877	2.182	42.577	68.783	41.407
586	20	0	85	0	52.005	61.473	8.616	82.632	-18.139	75.88
587	20	10	85	0	47.348	52.908	7.814	77.821	-9.929	70.601
588	20	20	85	0	42.923	45.073	6.846	72.94	-1.582	66.115
589	20	30	85	0	39.434	38.733	6.355	68.557	6.669	60.696
590	20	40	85	0	36.309	33.194	5.792	64.318	14.866	55.982
591	20	55	85	0	32.194	26.047	4.949	58.082	27.557	49.442
592	20	70	85	0	28.259	19.661	3.899	51.452	41.385	43.989
593	20	85	85	0	24.994	14.809	3.084	45.371	54.274	38.942
594	20	100	85	0	21.744	11.196	2.223	39.909	63.355	36.438
595	30	0	85	0	43.026	53.866	8.528	78.384	-24.743	68.875
596	30	10	85	0	39.27	46.457	7.638	73.841	-16.622	64.428
597	30	20	85	0	35.962	39.927	6.789	69.417	-8.267	60.285
598	30	30	85	0	33.241	34.476	6.164	65.339	-0.004	56.011
599	30	40	85	0	30.551	29.459	5.548	61.185	8.177	51.753
600	30	55	85	0	26.911	22.841	4.785	54.909	21.116	44.843
601	30	70	85	0	23.583	17.145	3.846	48.442	34.921	39.135
602	30	85	85	0	20.842	12.738	3.015	42.366	48.497	34.262
603	30	100	85	0	18.167	9.512	2.172	36.953	58.398	31.804
604	40	0	85	0	35.179	46.891	8.326	74.12	-31.168	62.271
605	40	10	85	0	32.267	40.598	7.54	69.893	-23.092	58.012
606	40	20	85	0	29.615	34.982	6.752	65.735	-14.949	54.095
607	40	30	85	0	27.305	30.021	5.979	61.673	-6.453	50.54
608	40	40	85	0	25.105	25.65	5.479	57.703	1.593	46.09
609	40	55	85	0	22.057	19.701	4.646	51.497	14.86	39.723
610	40	70	85	0	19.795	15.22	3.914	45.934	28.001	34.389
611	40	85	85	0	17.267	10.95	3.033	39.496	42.623	29.186
612	40	100	85	0	15.077	8.102	2.213	34.195	53.015	26.675
613	55	0	85	0	25.801	38.091	8.117	68.088	-40.247	52.654
614	55	10	85	0	23.726	33.142	7.333	64.276	-32.697	49.158
615	55	20	85	0	21.812	28.675	6.754	60.493	-25.054	45.051
616	55	30	85	0	20.048	24.59	6.023	56.674	-17.033	41.718
617	55	40	85	0	18.723	21.233	5.454	53.204	-8.752	38.452
618	55	55	85	0	16.216	16.081	4.529	47.081	4.089	32.753
619	55	70	85	0	14.406	12.119	3.935	41.404	17.883	26.45
620	55	85	85	0	12.557	8.568	3.058	35.14	33.012	21.492
621	55	100	85	0	11.04	6.243	2.214	30.018	44.442	19.469
622	70	0	85	0	17.179	29.501	7.987	61.221	-51.499	41.313
623	70	10	85	0	15.918	25.868	7.367	57.912	-44.293	38.048
624	70	20	85	0	14.347	22.156	6.591	54.192	-37.601	34.89
625	70	30	85	0	13.141	18.962	6.074	50.643	-29.945	31.085
626	70	40	85	0	12.186	16.193	5.307	47.226	-21.605	28.882
627	70	55	85	0	11.121	12.991	4.672	42.749	-9.839	24.494
628	70	70	85	0	9.303	9.141	3.854	36.254	4.092	18.071
629	70	85	85	0	8.355	6.515	3.059	30.676	20.064	13.791
630	70	100	85	0	7.261	4.56	2.342	25.444	32.511	10.45
631	85	0	85	0	10.006	21.156	7.983	53.12	-62.967	27.36
632	85	10	85	0	9.225	18.615	7.495	50.234	-56.81	24.295
633	85	20	85	0	8.438	16.229	6.87	47.274	-50.748	21.764
634	85	30	85	0	7.715	14.076	6.355	44.341	-44.633	18.947
635	85	40	85	0	7.032	12.03	5.691	41.264	-37.923	16.711
636	85	55	85	0	6.357	9.606	4.969	37.125	-26.995	13.202
637	85	70	85	0	5.544	7.017	4.209	31.845	-13.247	8.324
638	85	85	85	0	4.776	4.742	3.334	25.988	2.644	3.765
639	85	100	85	0	3.971	3.164	2.595	20.691	14.525	0.132
640	100	0	85	0	4.682	13.176	8.258	43.027	-72.015	8.917
641	100	10	85	0	4.42	11.931	7.817	41.106	-67.199	7.289
642	100	20	85	0	4.125	10.735	7.242	39.13	-62.756	6.171
643	100	30	85	0	3.836	9.607	6.773	37.127	-58.313	4.683
644	100	40	85	0	3.556	8.419	6.377	34.841	-52.706	2.467
645	100	55	85	0	3.13	6.774	5.572	31.287	-44.331	0.086
646	100	70	85	0	2.766	5.232	4.996	27.386	-33.949	-3.732
647	100	85	85	0	2.33	3.6	4.064	22.301	-20.537	-7.276
648	100	100	85	0	2.064	2.412	3.187	17.514	-5.619	-9.821
649	0	0	100	0	71.386	75.598	4.709	89.672	-3.157	105.195
650	0	10	100	0	64.392	64.271	4.202	84.107	5.548	98.47
651	0	20	100	0	58.369	54.586	3.802	78.802	14.337	91.756
652	0	30	100	0	53.83	47.336	3.417	74.404	22.036	86.674
653	0	40	100	0	49.548	40.626	3.009	69.913	30.174	81.806
654	0	55	100	0	44.224	32.399	2.489	63.671	42.189	75.104
655	0	70	100	0	39.324	25.401	2.097	57.464	54.139	67.86
656	0	85	100	0	34.848	19.585	1.673	51.365	65.789	61.607
657	0	100	100	0	30.316	15.169	1.32	45.865	73.337	56.274
658	10	0	100	0	59.798	66.403	4.607	85.202	-9.822	98.048
659	10	10	100	0	54.267	56.865	4.142	80.103	-1.419	91.918
660	10	20	100	0	49.226	48.438	3.708	75.101	6.944	85.965
661	10	30	100	0	45.061	41.413	3.317	70.464	15.326	80.566
662	10	40	100	0	41.366	35.41	2.975	66.067	23.369	75.426
663	10	55	100	0	37.358	28.636	2.52	60.459	34.944	69.315
664	10	70	100	0	33.091	22.128	2.092	54.163	47.642	62.218
665	10	85	100	0	29.218	16.898	1.712	48.132	59.408	55.62
666	10	100	100	0	25.49	13.005	1.32	42.77	67.582	50.939
667	20	0	100	0	50.236	58.644	4.496	81.096	-16.182	91.585
668	20	10	100	0	45.427	50.119	4.025	76.142	-8.101	85.79
669	20	20	100	0	41.244	42.672	3.64	71.332	0.302	79.908
670	20	30	100	0	37.68	36.349	3.309	66.786	8.716	74.276
671	20	40	100	0	34.801	31.302	2.987	62.761	16.508	69.635
672	20	55	100	0	31.49	25.35	2.517	57.415	27.884	64.088
673	20	70	100	0	27.805	19.369	2.093	51.116	41.045	56.958
674	20	85	100	0	24.537	14.666	1.725	45.174	53.171	50.379
675	20	100	100	0	21.355	11.096	1.308	39.742	62.25	45.873
676	30	0	100	0	41.129	50.834	4.39	76.579	-22.662	84.401
677	30	10	100	0	37.577	43.885	3.935	72.152	-14.743	79.462
678	30	20	100	0	34.588	37.898	3.593	67.946	-6.565	74.371
679	30	30	100	0	31.639	32.337	3.234	63.62	1.68	69.341
680	30	40	100	0	29.141	27.689	2.88	59.606	9.654	64.996
681	30	55	100	0	26.102	22.068	2.504	54.099	21.296	58.478
682	30	70	100	0	23.24	17.043	2.119	48.314	33.953	51.881
683	30	85	100	0	20.253	12.522	1.713	42.034	47.072	45.087
684	30	100	100	0	17.728	9.472	1.326	36.878	56.394	40.696
685	40	0	100	0	33.732	44.339	4.278	72.455	-28.957	77.932
686	40	10	100	0	31.193	38.715	3.868	68.544	-21.173	73.657
687	40	20	100	0	28.49	33.288	3.564	64.394	-13.496	68.438
688	40	30	100	0	25.65	27.953	3.183	59.846	-5.352	63.194
689	40	40	100	0	23.986	24.231	2.874	56.319	2.741	59.376
690	40	55	100	0	21.407	19.119	2.494	50.827	14.717	52.923
691	40	70	100	0	19.174	14.826	2.156	45.396	27.21	46.507
692	40	85	100	0	16.8	10.856	1.751	39.336	40.745	40.035
693	40	100	100	0	14.549	7.989	1.322	33.961	50.844	35.717
694	55	0	100	0	24.433	35.743	4.2	66.323	-38.438	67.816
695	55	10	100	0	22.886	31.552	3.81	62.971	-30.813	64.411
696	55	20	100	0	20.951	27.314	3.513	59.264	-23.818	59.933
697	55	30	100	0	19.071	23.268	3.198	55.348	-16.213	55.331
698	55	40	100	0	17.83	20.129	2.926	51.983	-8.168	51.509
699	55	55	100	0	15.812	15.755	2.545	46.652	3.63	45.298
700	55	70	100	0	13.815	11.72	2.2	40.768	16.949	38.127
701	55	85	100	0	12.228	8.549	1.807	35.1	30.947	32.154
702	55	100	100	0	10.79	6.248	1.351	30.03	42.541	28.573
703	70	0	100	0	16.097	27.459	4.129	59.397	-49.669	56.296
704	70	10	100	0	14.951	24.194	3.832	56.281	-42.939	52.736
705	70	20	100	0	13.819	21.095	3.52	53.053	-35.981	49.177
706	70	30	100	0	12.757	18.288	3.252	49.844	-29.031	45.461
707	70	40	100	0	11.769	15.633	2.939	46.489	-21.327	41.938
708	70	55	100	0	10.48	12.323	2.644	41.725	-10.201	36.004
709	70	70	100	0	8.903	8.939	2.265	35.868	2.426	29.093
710	70	85	100	0	8.034	6.501	1.864	30.644	17.334	23.881
711	70	100	100	0	7.054	4.601	1.452	25.567	29.954	19.643
712	85	0	100	0	9.386	19.753	4.168	51.556	-61.187	42.545
713	85	10	100	0	8.553	17.334	3.941	48.678	-55.794	38.953
