ISO28178
# Data formatted with IT8.7/4 patch set
ORIGINATOR	"Idealliance  E,G,J4,T"
CREATED	"December, 2016"
DESCRIPTOR	XCMYK - Expanded gamut reference characterization for high density offset printing
MEASUREMENT_SOURCE	"MeasurementCondition=M1	Filter=D50"
ILLUMINATION_NAME	D50
OBSERVER_ANGLE	2
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	SampleID
NUMBER_OF_FIELDS	11
BEGIN_DATA_FORMAT
SampleID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
1100	0	100	20	60	9.089	4.627	2.929	25.645	48.049	6.071
1101	20	0	20	60	16.034	17.685	12.905	49.112	-5.699	4.51
1102	20	20	20	60	13.861	13.917	11.085	44.114	2.814	1.217
1103	20	40	20	60	11.201	9.898	8.688	37.659	12.679	-1.924
1104	20	70	20	60	9.24	6.443	6.337	30.504	28.363	-4.831
1105	20	100	20	60	7.421	3.833	2.936	23.111	44.105	1.653
1106	40	0	20	60	11.577	13.811	12.031	43.961	-11.784	-1.882
1107	40	20	20	60	10.31	11.157	10.502	39.844	-3.385	-4.318
1108	40	40	20	60	8.882	8.487	8.955	34.977	6.089	-7.504
1109	40	70	20	60	7.155	5.335	6.541	27.67	21.879	-10.621
1110	40	100	20	60	5.54	2.987	3.007	19.993	37.792	-4.248
1111	70	0	20	60	7.05	9.857	11.903	37.584	-21.889	-12.503
1112	70	20	20	60	6.06	7.713	10.319	33.378	-14.035	-14.878
1113	70	40	20	60	5.328	6.002	9.114	29.417	-5.319	-17.652
1114	70	70	20	60	4.434	3.887	6.908	23.294	9.759	-19.743
1115	70	100	20	60	3.315	2.016	3.283	15.572	26.503	-13.846
1116	100	0	20	60	3.046	5.254	10.915	27.445	-29.201	-26.998
1117	100	20	20	60	2.791	4.415	9.97	24.998	-23.189	-28.188
1118	100	40	20	60	2.586	3.709	9.224	22.686	-17.082	-29.642
1119	100	70	20	60	2.162	2.541	7.211	18.104	-6.012	-29.952
1120	100	100	20	60	1.612	1.348	3.972	11.61	8.832	-25.152
1121	0	0	40	60	17.873	18.948	9.045	50.627	-2.097	19.159
1122	0	20	40	60	15.047	14.562	7.492	45.029	6.138	15.333
1123	0	40	40	60	13.298	11.478	6.43	40.374	15.336	11.772
1124	0	70	40	60	10.762	7.432	4.563	32.77	30.522	7.889
1125	0	100	40	60	8.932	4.617	2.243	25.614	46.867	11.618
1126	20	0	40	60	15.313	17.243	9.276	48.564	-7.524	14.794
1127	20	20	40	60	12.845	13.172	7.641	43.022	0.958	11.278
1128	20	40	40	60	11.116	10.113	6.514	38.045	10.396	7.389
1129	20	70	40	60	8.875	6.388	4.635	30.37	25.885	3.352
1130	20	100	40	60	6.975	3.724	2.238	22.738	41.36	6.7
1131	40	0	40	60	11.069	13.59	8.764	43.639	-14.055	8.114
1132	40	20	40	60	9.585	10.683	7.397	39.042	-5.626	5.392
1133	40	40	40	60	8.533	8.408	6.47	34.818	3.777	2.016
1134	40	70	40	60	6.755	5.191	4.64	27.274	19.602	-2.012
1135	40	100	40	60	5.431	3.033	2.358	20.176	35.726	1.232
1136	70	0	40	60	6.274	9.215	8.386	36.395	-24.736	-2.995
1137	70	20	40	60	5.684	7.617	7.615	33.173	-17.357	-5.598
1138	70	40	40	60	4.905	5.827	6.551	28.972	-8.583	-8.418
1139	70	70	40	60	4.215	3.854	5.046	23.182	7.242	-11.239
1140	70	100	40	60	3.158	2.007	2.52	15.523	24.095	-8.163
1141	100	0	40	60	2.761	5.274	8.474	27.503	-34.552	-18.651
1142	100	20	40	60	2.536	4.479	7.952	25.195	-28.86	-20.665
1143	100	40	40	60	2.241	3.549	6.832	22.12	-21.614	-21.446
1144	100	70	40	60	1.91	2.464	5.509	17.755	-10.204	-22.938
1145	100	100	40	60	1.473	1.306	3.121	11.317	6.312	-20.037
1146	0	0	70	60	15.742	16.96	4.363	48.21	-3.491	35.645
1147	0	20	70	60	14.38	14.104	3.946	44.382	4.887	31.516
1148	0	40	70	60	12.617	11.151	3.409	39.833	13.183	27.126
1149	0	70	70	60	10.157	7.219	2.497	32.301	27.946	20.951
1150	0	100	70	60	8.317	4.507	1.434	25.283	42.975	19.374
1151	20	0	70	60	13.483	15.518	4.538	46.336	-9.168	31.422
1152	20	20	70	60	12.359	12.988	4.098	42.745	-1.105	27.773
1153	20	40	70	60	10.541	9.882	3.435	37.63	7.914	23.149
1154	20	70	70	60	8.576	6.39	2.543	30.376	23.293	17.258
1155	20	100	70	60	6.737	3.779	1.453	22.927	38.15	15.083
1156	40	0	70	60	10.168	12.905	4.513	42.619	-16.447	25.152
1157	40	20	70	60	9.123	10.504	3.981	38.733	-8.08	21.559
1158	40	40	70	60	8.125	8.347	3.474	34.695	0.7	17.828
1159	40	70	70	60	6.576	5.295	2.594	27.559	16.526	11.98
1160	40	100	70	60	5.13	3.052	1.504	20.253	31.798	9.871
1161	70	0	70	60	5.696	8.858	4.518	35.709	-28.146	13.212
1162	70	20	70	60	5.174	7.363	4.085	32.619	-20.973	10.389
1163	70	40	70	60	4.728	5.937	3.465	29.253	-12.051	8.505
1164	70	70	70	60	3.916	3.814	2.724	23.048	3.552	3.164
1165	70	100	70	60	3.079	2.123	1.607	16.121	20.18	1.577
1166	100	0	70	60	2.271	4.984	4.832	26.689	-40.67	-4.06
1167	100	20	70	60	2.054	4.177	4.426	24.247	-34.884	-6.036
1168	100	40	70	60	1.842	3.359	3.842	21.427	-27.666	-7.421
1169	100	70	70	60	1.611	2.412	3.218	17.518	-16.641	-10.031
1170	100	100	70	60	1.365	1.382	2.037	11.839	0.958	-10.24
1171	0	0	100	60	15.562	16.681	1.708	47.855	-3.01	55.186
1172	0	20	100	60	14.698	14.464	1.558	44.891	4.636	51.728
1173	0	40	100	60	12.682	11.252	1.37	40.003	12.886	45.537
1174	0	70	100	60	9.906	7.218	1.11	32.299	25.992	35.704
1175	0	100	100	60	8.282	4.773	0.845	26.079	39.231	29.118
1176	20	0	100	60	12.739	14.617	1.701	45.105	-8.723	50.513
1177	20	20	100	60	11.973	12.573	1.571	42.113	-1.038	46.792
1178	20	40	100	60	9.974	9.404	1.391	36.751	7.338	39.674
1179	20	70	100	60	8.269	6.364	1.127	30.312	20.876	32.041
1180	20	100	100	60	6.746	4.069	0.845	23.899	34.055	25.362
1181	40	0	100	60	9.33	11.812	1.683	40.916	-15.776	43.487
1182	40	20	100	60	8.545	9.927	1.554	37.711	-8.588	39.39
1183	40	40	100	60	7.626	7.953	1.399	33.886	-0.397	34.629
1184	40	70	100	60	6.332	5.326	1.164	27.644	13.61	26.925
1185	40	100	100	60	5.245	3.391	0.87	21.548	27.605	20.884
1186	70	0	100	60	5.212	8.185	1.751	34.365	-28.044	31.469
1187	70	20	100	60	4.839	7.013	1.625	31.836	-21.756	28.463
1188	70	40	100	60	4.312	5.61	1.457	28.408	-13.934	24.491
1189	70	70	100	60	3.656	3.815	1.236	23.05	-0.346	18.025
1190	70	100	100	60	3.044	2.379	0.908	17.364	14.221	13.047
1191	100	0	100	60	2.028	4.716	1.955	25.911	-42.634	14.822
1192	100	20	100	60	1.876	4.081	1.806	23.938	-37.669	12.912
1193	100	40	100	60	1.729	3.438	1.663	21.72	-31.71	10.604
1194	100	70	100	60	1.553	2.549	1.444	18.14	-20.887	6.933
1195	100	100	100	60	1.384	1.613	1.069	13.308	-4.814	3.561
1196	0	0	0	80	7.73	7.995	6.783	33.972	0.2	-0.8
1197	0	40	0	80	5.137	4.359	3.887	24.825	12.169	-1.841
1198	0	70	0	80	4.845	3.276	2.953	21.118	24.512	-1.914
1199	0	100	0	80	3.772	2.132	1.494	16.167	31.085	2.945
1200	40	0	0	80	4.233	4.835	4.923	26.26	-5.761	-5.286
1201	40	40	0	80	3.806	3.609	4.345	22.335	5.009	-8.866
1202	40	70	0	80	3.407	2.568	3.34	18.223	16.563	-9.663
1203	40	100	0	80	2.641	1.585	1.583	13.141	25.106	-3.298
1204	70	0	0	80	3.266	4.213	5.706	24.364	-12.205	-12.496
1205	70	40	0	80	2.784	2.907	4.539	19.67	-0.352	-14.565
1206	70	70	0	80	2.54	2.192	3.987	16.466	8.831	-16.869
1207	70	100	0	80	1.956	1.259	1.894	10.987	20.038	-10.307
1208	100	0	0	80	1.702	2.475	5.243	17.805	-15.521	-21.524
1209	100	40	0	80	1.541	1.91	4.455	15.009	-7.722	-22.126
1210	100	70	0	80	1.422	1.523	4.159	12.751	-1.324	-24.306
1211	100	100	0	80	1.132	0.926	2.129	8.36	8.628	-17.1
1212	0	0	40	80	6.063	6.392	3.229	30.38	-1.085	12.064
1213	0	40	40	80	4.997	4.426	2.585	25.033	9.558	7.697
1214	0	70	40	80	4.541	3.229	1.931	20.94	21.347	6.483
1215	0	100	40	80	3.84	2.251	1.178	16.751	29.576	7.949
1216	40	0	40	80	4.331	5.204	3.423	27.308	-8.936	5.436
1217	40	40	40	80	3.546	3.49	2.593	21.909	2.871	2.25
1218	40	70	40	80	3.211	2.537	2.089	18.085	13.941	0.043
1219	40	100	40	80	2.678	1.693	1.235	13.786	23.041	2.072
1220	70	0	40	80	3.071	4.143	3.59	24.138	-14.522	-1.138
1221	70	40	40	80	2.305	2.715	2.935	18.863	-6.238	-5.665
1222	70	70	40	80	2.195	2.019	2.435	15.588	5.543	-7.341
1223	70	100	40	80	2.001	1.366	1.39	11.73	17.881	-3.463
1224	100	0	40	80	1.473	2.441	3.582	17.649	-20.988	-12.274
1225	100	40	40	80	1.319	1.866	3.055	14.77	-13.036	-13.602
1226	100	70	40	80	1.209	1.426	2.584	12.132	-5.11	-14.533
1227	100	100	40	80	1.089	0.981	1.639	8.834	5.14	-11.35
1228	0	0	70	80	6.668	7.122	2.021	32.083	-2.02	24.826
1229	0	40	70	80	5.382	4.942	1.83	26.568	7.598	17.205
1230	0	70	70	80	4.754	3.498	1.308	21.936	19.833	15.172
1231	0	100	70	80	4.351	2.568	0.949	18.222	30.503	13.866
1232	40	0	70	80	4.556	5.632	2.098	28.463	-10.893	17.848
1233	40	40	70	80	3.937	4.068	1.85	23.895	0.217	12.391
1234	40	70	70	80	3.31	2.763	1.388	19.068	11.351	9.22
1235	40	100	70	80	2.794	1.847	0.947	14.662	21.416	7.746
1236	70	0	70	80	2.98	4.335	2.245	24.75	-18.734	10.109
1237	70	40	70	80	2.452	3.051	1.831	20.246	-9.197	6.291
1238	70	70	70	80	2.323	2.256	1.52	16.78	3.112	3.703
1239	70	100	70	80	2.027	1.49	1.036	12.547	14.946	2.741
1240	100	0	70	80	1.404	2.713	2.573	18.854	-28.126	-2.856
1241	100	40	70	80	1.282	2.057	2.179	15.781	-18.524	-4.762
1242	100	70	70	80	1.166	1.598	1.886	13.215	-11.167	-6.39
1243	100	100	70	80	1.09	1.086	1.274	9.69	1.501	-5.508
1244	0	0	100	80	6.142	6.73	1.11	31.185	-3.693	33.786
1245	0	40	100	80	5.111	4.866	0.973	26.349	5.292	27.492
1246	0	70	100	80	4.886	3.823	0.85	23.078	16.592	23.861
1247	0	100	100	80	3.954	2.701	0.725	18.803	22.411	18.729
1248	40	0	100	80	4.189	5.255	1.116	27.45	-11.51	27.258
1249	40	40	100	80	3.685	3.991	1.013	23.642	-2.453	22.214
1250	40	70	100	80	3.482	3.116	0.888	20.503	7.935	18.778
1251	40	100	100	80	2.929	2.206	0.739	16.534	15.777	14.551
1252	70	0	100	80	2.922	4.264	1.131	24.526	-18.795	22.008
1253	70	40	100	80	2.672	3.319	1.06	21.279	-9.383	17.442
1254	70	70	100	80	2.409	2.526	0.897	18.034	-0.536	14.367
1255	70	100	100	80	2.125	1.799	0.729	14.392	9.175	11.051
1256	100	0	100	80	1.387	2.641	1.226	18.544	-27.296	10.387
1257	100	40	100	80	1.292	2.175	1.124	16.38	-20.802	8.07
1258	100	70	100	80	1.244	1.843	0.99	14.643	-14.795	7.051
1259	100	100	100	80	1.201	1.369	0.845	11.748	-3.704	4.407
1260	0	0	0	100	0.785	0.815	0.672	7.358	0	0
1261	0	40	0	100	0.855	0.767	0.581	6.932	4.631	0.986
1262	0	100	0	100	0.987	0.728	0.412	6.577	11.254	3.558
1263	40	0	0	100	0.71	0.765	0.73	6.909	-1.088	-1.871
1264	40	40	0	100	0.732	0.706	0.659	6.374	2.094	-1.45
1265	40	100	0	100	0.867	0.675	0.456	6.1	8.722	1.907
1266	100	0	0	100	0.589	0.705	1.007	6.372	-3.683	-7.47
1267	100	40	0	100	0.611	0.651	0.87	5.88	-0.66	-6.125
1268	100	100	0	100	0.69	0.592	0.575	5.347	4.832	-1.642
1269	0	0	40	100	0.929	0.989	0.605	8.897	-0.92	3.925
1270	0	40	40	100	0.942	0.903	0.59	8.153	2.772	2.926
1271	0	100	40	100	1.061	0.841	0.473	7.593	9.521	4.156
1272	40	0	40	100	0.819	0.929	0.695	8.383	-3.052	1.343
1273	40	40	40	100	0.8	0.82	0.622	7.405	0.393	1.026
1274	40	100	40	100	0.952	0.796	0.508	7.189	7.313	2.799
1275	100	0	40	100	0.611	0.774	0.851	6.991	-5.45	-3.889
1276	100	40	40	100	0.667	0.765	0.798	6.912	-2.86	-3.103
1277	100	100	40	100	0.776	0.726	0.605	6.559	3.055	-0.112
1278	0	0	100	100	1.379	1.64	0.701	13.472	-5.669	9.997
1279	0	40	100	100	1.34	1.491	0.68	12.554	-2.875	8.81
1280	0	100	100	100	1.314	1.285	0.615	11.174	2.291	7.657
1281	40	0	100	100	1.207	1.518	0.718	12.724	-7.697	8.382
1282	40	40	100	100	1.174	1.389	0.689	11.882	-5.153	7.485
1283	40	100	100	100	1.225	1.246	0.638	10.891	0.771	6.746
1284	100	0	100	100	0.91	1.266	0.741	11.035	-10.883	5.044
1285	100	40	100	100	0.917	1.194	0.697	10.514	-8.356	4.976
1286	100	100	100	100	1.023	1.132	0.666	10.043	-2.397	4.755
1287	100	0	0	0	11.679	17.412	52.817	48.775	-31.811	-60.679
1288	98	0	0	0	12.532	18.694	54.133	50.328	-32.622	-59.421
1289	95	0	0	0	13.892	20.717	56.094	52.639	-33.739	-57.51
1290	90	0	0	0	16.216	23.886	58.682	55.973	-34.237	-54.425
1291	85	0	0	0	18.644	26.931	60.699	58.91	-33.76	-51.383
1292	80	0	0	0	21.364	30.047	62.344	61.694	-32.33	-48.2
1293	75	0	0	0	24.364	33.351	63.937	64.444	-30.64	-44.996
1294	70	0	0	0	27.155	36.293	65.226	66.743	-28.909	-42.259
1295	60	0	0	0	33.281	42.429	67.475	71.166	-24.977	-36.736
1296	50	0	0	0	40.236	49.12	69.592	75.526	-20.869	-31.155
1297	40	0	0	0	47.516	55.83	71.343	79.517	-16.774	-25.845
1298	30	0	0	0	55.575	63.017	72.998	83.451	-12.561	-20.523
1299	25	0	0	0	59.674	66.596	73.717	85.3	-10.539	-17.965
1300	20	0	0	0	64.364	70.568	74.373	87.275	-8.169	-15.128
1301	15	0	0	0	68.826	74.284	74.934	89.057	-5.976	-12.541
1302	10	0	0	0	74.023	78.601	75.59	91.054	-3.608	-9.661
1303	7	0	0	0	77.17	81.209	75.995	92.225	-2.258	-7.989
1304	5	0	0	0	79.102	82.744	76.054	92.902	-1.338	-6.871
1305	3	0	0	0	81.452	84.692	76.49	93.75	-0.402	-5.78
1306	2	0	0	0	82.581	85.616	76.652	94.148	0.059	-5.233
1307	0	100	0	0	32.102	15.153	10.894	45.844	79.978	4.789
1308	0	98	0	0	32.989	15.803	12.199	46.715	79.385	2.377
1309	0	95	0	0	34.242	16.767	14.148	47.966	78.366	-0.822
1310	0	90	0	0	36.33	18.536	17.389	50.14	76.047	-4.981
1311	0	85	0	0	38.311	20.412	20.451	52.3	73.19	-7.869
1312	0	80	0	0	40.285	22.586	23.581	54.643	69.296	-9.936
1313	0	75	0	0	42.338	24.976	26.674	57.052	65.157	-11.307
1314	0	70	0	0	44.588	27.759	29.815	59.671	60.487	-11.981
1315	0	60	0	0	48.881	33.289	35.788	64.394	52.155	-12.776
1316	0	50	0	0	53.621	39.723	41.951	69.272	43.623	-12.6
1317	0	40	0	0	58.672	46.865	48.363	74.103	35.324	-12.021
1318	0	30	0	0	64.356	55.309	55.183	79.219	26.536	-10.726
1319	0	25	0	0	67.191	59.621	58.485	81.632	22.462	-9.987
1320	0	20	0	0	70.407	64.523	62.037	84.237	18.193	-9.033
1321	0	15	0	0	73.506	69.414	65.355	86.709	14.051	-7.958
1322	0	10	0	0	77.06	75.089	69.039	89.435	9.548	-6.672
1323	0	7	0	0	79.288	78.521	71.288	91.017	7.155	-5.967
1324	0	5	0	0	80.841	80.987	72.847	92.126	5.414	-5.434
1325	0	3	0	0	82.441	83.488	74.411	93.228	3.757	-4.898
1326	0	2	0	0	83.263	84.795	75.243	93.795	2.884	-4.638
1327	0	0	100	0	71.386	75.598	4.709	89.672	-3.157	105.195
1328	0	0	98	0	71.504	75.981	5.172	89.851	-3.676	103.058
1329	0	0	95	0	71.809	76.713	5.974	90.189	-4.493	99.727
1330	0	0	90	0	72.401	77.816	7.482	90.696	-5.437	94.108
1331	0	0	85	0	72.737	78.48	9.143	90.998	-6.037	88.421
1332	0	0	80	0	73.215	79.267	11.217	91.355	-6.581	82.261
1333	0	0	75	0	73.541	79.736	13.34	91.566	-6.815	76.51
1334	0	0	70	0	73.985	80.258	15.859	91.801	-6.906	70.447
1335	0	0	60	0	75.176	81.485	21.426	92.347	-6.819	59.212
1336	0	0	50	0	76.409	82.575	27.951	92.828	-6.391	48.22
1337	0	0	40	0	77.716	83.551	35.243	93.255	-5.608	37.756
1338	0	0	30	0	79.071	84.456	43.153	93.648	-4.613	27.917
1339	0	0	25	0	79.871	84.959	47.445	93.865	-3.977	23.118
1340	0	0	20	0	80.875	85.576	52.819	94.131	-3.162	17.52
1341	0	0	15	0	81.645	85.923	57.853	94.28	-2.311	12.466
1342	0	0	10	0	82.519	86.302	63.592	94.441	-1.325	7.053
1343	0	0	7	0	83.397	86.889	67.308	94.691	-0.726	3.981
1344	0	0	5	0	83.958	87.236	69.918	94.838	-0.293	1.849
1345	0	0	3	0	84.292	87.304	72.447	94.867	0.215	-0.357
1346	0	0	2	0	84.494	87.374	73.846	94.897	0.468	-1.53
1347	0	0	0	100	0.785	0.815	0.672	7.358	0	0
1348	0	0	0	98	1.225	1.27	1.053	11.061	0.02	-0.079
1349	0	0	0	95	1.998	2.07	1.727	15.851	0.05	-0.2
1350	0	0	0	90	3.577	3.703	3.111	22.665	0.1	-0.4
1351	0	0	0	85	5.495	5.686	4.803	28.605	0.15	-0.6
1352	0	0	0	80	7.73	7.995	6.783	33.972	0.2	-0.8
1353	0	0	0	75	10.264	10.611	9.037	38.917	0.25	-1
1354	0	0	0	70	13.082	13.52	11.552	43.536	0.3	-1.2
1355	0	0	0	60	19.54	20.183	17.346	52.043	0.4	-1.6
1356	0	0	0	50	27.077	27.954	24.142	59.847	0.5	-2
1357	0	0	0	40	35.713	36.853	31.964	67.167	0.6	-2.4
1358	0	0	0	30	45.501	46.936	40.863	74.149	0.7	-2.8
1359	0	0	0	25	50.936	52.534	45.814	77.599	0.75	-3
1360	0	0	0	20	56.777	58.549	51.14	81.043	0.8	-3.2
1361	0	0	0	15	63.062	65.02	56.875	84.494	0.85	-3.4
1362	0	0	0	10	69.832	71.99	63.058	87.964	0.9	-3.6
1363	0	0	0	7	74.145	76.431	66.999	90.059	0.93	-3.72
1364	0	0	0	5	77.131	79.504	69.727	91.462	0.95	-3.8
1365	0	0	0	3	80.211	82.675	72.542	92.872	0.97	-3.88
1366	0	0	0	2	81.788	84.299	73.984	93.58	0.98	-3.92
1367	0	0	0	0	85.012	87.618	76.932	95	1	-4
1368	100	85	85	0	2.33	3.6	4.064	22.301	-20.537	-7.276
1369	80	65	65	0	7.897	9.229	9.103	36.422	-8.821	-5.536
1370	60	45	45	0	18.421	19.787	18.304	51.595	-3.386	-4.523
1371	40	27	27	0	33.648	35.614	32.766	66.224	-2.395	-5.234
1372	20	12	12	0	55.327	57.82	52.534	80.639	-1.058	-5.433
1373	10	6	6	0	68.796	71.233	63.447	87.598	0.243	-4.605
1374	5	3	3	0	76.552	79.074	69.777	91.268	0.624	-4.18
1375	40	27	27	10	29.199	30.888	28.218	62.413	-2.221	-4.662
1376	20	12	12	10	46.508	48.537	43.916	75.162	-0.818	-4.899
1377	10	6	6	10	57.472	59.51	52.603	81.571	0.226	-3.901
1378	60	45	45	20	13.902	14.873	13.531	45.459	-2.725	-3.503
1379	40	27	27	20	24.57	25.943	23.647	57.982	-1.897	-4.301
1380	20	12	12	20	38.719	40.334	36.03	69.706	-0.54	-3.958
1381	10	6	6	20	47.19	48.805	42.715	75.33	0.368	-3.118
1382	80	65	65	40	4.534	5.263	5.142	27.471	-6.905	-4.341
1383	60	45	45	40	9.799	10.474	9.454	38.679	-2.352	-2.862
1384	40	27	27	40	16.98	17.861	16.046	49.327	-1.321	-3.237
1385	20	12	12	40	25.416	26.376	22.969	58.392	-0.064	-2.323
1386	10	6	6	40	30.103	31.081	26.622	62.576	0.507	-1.693
1387	100	85	85	60	1.422	1.868	1.725	14.777	-10.043	-2.032
1388	80	65	65	60	3.058	3.532	3.398	22.061	-5.784	-3.44
1389	60	45	45	60	5.986	6.377	5.674	30.345	-1.782	-2.029
1390	40	27	27	60	9.622	10.095	8.913	38.012	-0.891	-2.124
1391	20	12	12	60	14.422	14.918	12.558	45.522	0.229	-0.706
1392	10	6	6	60	16.991	17.475	14.374	48.853	0.783	0.121
1393	100	85	85	80	1.145	1.417	1.214	12.068	-6.918	-0.612
1394	80	65	65	80	1.779	2.004	1.789	15.51	-3.698	-1.44
1395	60	45	45	80	2.761	2.94	2.508	19.803	-1.352	-0.688
1396	40	27	27	80	3.921	4.112	3.493	24.038	-0.635	-0.668
1397	20	12	12	80	4.75	4.888	3.952	26.412	0.476	0.493
1398	10	6	6	80	6.013	6.135	4.697	29.749	1.083	1.942
1399	100	85	85	100	0.878	0.97	0.671	8.737	-2.218	2.395
1400	80	65	65	100	0.788	0.852	0.655	7.7	-1.368	0.918
1401	60	45	45	100	0.764	0.807	0.649	7.293	-0.589	0.327
1402	40	27	27	100	0.789	0.82	0.643	7.407	-0.069	0.629
1403	20	12	12	100	0.794	0.814	0.631	7.349	0.378	0.762
1404	10	6	6	100	0.812	0.825	0.626	7.448	0.684	1.02
1405	100	0	0	70	2.567	3.973	9.412	23.582	-21.311	-28.75
1406	0	100	0	70	6.129	3.207	2.401	20.855	40.686	2.027
1407	0	0	100	70	10.186	10.936	1.377	39.473	-2.743	44.535
1408	100	100	0	70	1.382	1.093	3.342	9.74	10.515	-24.304
1409	100	0	100	70	1.682	3.56	1.517	22.16	-34.806	13.014
1410	0	100	100	70	6.006	3.644	0.771	22.457	32.444	24.171
1411	40	40	0	70	5.943	5.557	7.181	28.265	6.705	-12.309
1412	40	0	40	70	6.887	8.343	5.564	34.687	-11.025	5.988
1413	0	40	40	70	8.237	7.1	3.681	32.033	13.171	11.887
1414	3	3	0	0	79.049	80.785	74.04	92.036	2.293	-6.631
1415	3	0	3	0	80.77	84.422	72.023	93.633	-1.222	-2.109
1416	0	3	3	0	81.447	82.874	69.819	92.959	2.998	-1.302
1417	3	3	3	0	78.433	80.561	69.912	91.936	1.506	-3.151
1418	3	0	0	3	76.461	79.51	71.694	91.465	-0.409	-5.557
1419	0	3	0	3	77.301	78.304	69.693	90.919	3.633	-4.706
1420	3	3	0	3	74.003	75.612	69.222	89.679	2.276	-6.417
1421	0	0	3	3	79.057	81.899	67.87	92.53	0.177	-0.265
1422	3	0	3	3	75.807	79.244	67.526	91.345	-1.215	-1.991
1423	0	3	3	3	76.671	78.054	65.738	90.804	2.862	-1.257
1424	3	3	3	3	73.914	75.922	65.894	89.823	1.469	-3.096
1425	7	7	0	0	72.22	73.095	70.577	88.493	3.68	-9.684
1426	7	0	7	0	75.463	80.369	66.51	91.85	-4.093	-0.177
1427	0	7	7	0	77.674	77.692	62.619	90.639	5.585	1.438
1428	7	7	7	0	70.865	72.441	61.953	88.181	2.168	-2.152
1429	7	0	0	7	67.686	71.12	65.9	87.543	-1.934	-7.033
1430	0	7	0	7	68.92	68.434	61.854	86.223	6.44	-5.43
1431	7	7	0	7	63.37	64.212	61.428	84.076	3.358	-8.714
1432	0	0	7	7	72.074	75.04	58.482	89.412	-0.586	3.431
1433	7	0	7	7	65.788	69.927	57.963	86.961	-3.618	-0.266
1434	0	7	7	7	67.81	67.995	54.946	86.004	4.972	1.224
1435	7	7	7	7	62.448	63.853	54.543	83.889	2.043	-1.994
1436	40	3	0	0	45.807	52.976	68.918	77.861	-14.429	-26.516
1437	3	40	0	0	56.03	45.175	48.069	73.007	33.589	-13.571
1438	40	0	3	0	46.609	55.308	67.151	79.218	-18.016	-22.552
1439	40	3	3	0	45.05	52.597	64.944	77.636	-15.62	-23.212
1440	0	40	3	0	58.227	46.693	45.967	73.993	34.725	-9.4
1441	3	40	3	0	55.602	45.008	45.712	72.897	33.002	-10.985
1442	40	40	3	0	31.72	29.256	43.143	61.007	13.239	-28.349
1443	3	0	40	0	74.087	80.613	34.955	91.959	-7.381	35.933
1444	0	3	40	0	75.446	79.66	34.382	91.532	-2.757	36.022
1445	3	3	40	0	71.928	76.874	34.021	90.263	-4.563	34.36
1446	40	3	40	0	39.167	49.557	31.543	75.797	-25.373	13.122
1447	3	40	40	0	51.573	43.222	23.713	71.706	27.832	19.237
1448	40	0	0	3	44.851	52.643	66.849	77.664	-16.312	-24.952
1449	40	3	0	3	43.316	50.066	64.681	76.109	-14.084	-25.594
1450	0	40	0	3	55.676	44.875	46.148	72.809	33.563	-11.657
1451	3	40	0	3	53.084	43.097	45.761	71.621	32.12	-13.244
1452	40	40	0	3	30.582	28.103	43.103	59.982	13.48	-30.066
1453	40	0	3	3	44.142	52.321	62.955	77.472	-17.539	-21.59
1454	40	3	3	3	42.808	49.858	61	75.982	-15.037	-22.247
1455	0	40	3	3	55.155	44.556	43.727	72.599	33.167	-9.086
1456	3	40	3	3	52.518	42.723	43.25	71.366	31.756	-10.621
1457	40	40	3	3	30.257	27.988	40.954	59.878	12.712	-27.523
1458	0	0	40	3	72.908	78.377	33.615	90.952	-5.481	36.141
1459	3	0	40	3	69.527	75.643	33.36	89.693	-7.209	34.346
1460	40	0	40	3	38.263	49.127	31.011	75.53	-27.095	13.483
1461	0	3	40	3	70.805	74.772	32.748	89.286	-2.723	34.554
1462	3	3	40	3	67.645	72.326	32.435	88.125	-4.533	33.022
1463	40	3	40	3	37.327	47.087	30.17	74.245	-24.58	12.584
1464	0	40	40	3	51.12	42.584	22.864	71.272	28.507	20.083
1465	3	40	40	3	48.615	40.879	22.603	70.091	26.878	18.545
1466	40	40	40	3	27.48	26.975	21.045	58.951	5.977	2.396
1467	3	0	0	40	34.643	35.883	30.819	66.431	0.153	-1.907
1468	0	3	0	40	35.105	35.605	30.362	66.217	2.646	-1.56
1469	3	3	0	40	33.78	34.526	30.058	65.378	1.712	-2.528
1470	40	3	0	40	21.13	24.207	28.265	56.294	-10.162	-15.29
1471	3	40	0	40	25.367	21.097	21.542	53.055	22.733	-8.762
1472	0	0	3	40	35.945	37.079	30.057	67.337	0.645	0.851
1473	3	0	3	40	34.64	36.006	29.771	66.524	-0.262	-0.094
1474	40	0	3	40	21.474	25.123	27.668	57.195	-12.42	-12.745
1475	0	3	3	40	34.94	35.56	29.161	66.182	2.236	0.294
1476	3	3	3	40	33.697	34.575	29.039	65.417	1.257	-0.828
1477	40	3	3	40	21.038	24.221	27.022	56.309	-10.665	-13.183
