Library|Pantone_Name|Hex|R|G|B|C|M|Y|K|L|a|b|Hex_Source|RGB_Source|CMYK_Source|Lab_Source
Pantone Formula Guide Uncoated|PANTONE 366 U|#A5DB7D|165|219|125|24.7|0.0|42.9|14.1|81.96|-30.0|40.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 367 U|#8CD06A|140|208|106|32.7|0.0|49.0|18.4|77.25|-36.0|43.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 368 U|#64B248|100|178|72|43.8|0.0|59.6|30.2|65.88|-40.0|45.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 369 U|#5F9F46|95|159|70|40.3|0.0|56.0|37.6|59.61|-34.0|39.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 370 U|#678949|103|137|73|24.8|0.0|46.7|46.3|53.33|-21.0|30.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 371 U|#65724F|101|114|79|11.4|0.0|30.7|55.3|46.27|-10.0|18.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 3570 U|#A3CD24|163|205|36|20.5|0.0|82.4|19.6|77.25|-30.0|70.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 3507 U|#A5CE37|165|206|55|19.9|0.0|73.3|19.2|77.65|-29.0|65.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 3561 U|#72BE3C|114|190|60|40.0|0.0|68.4|25.5|70.2|-41.0|55.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 3501 U|#54A64C|84|166|76|49.4|0.0|54.2|34.9|61.57|-40.0|38.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 3529 U|#44A654|68|166|84|59.0|0.0|49.4|34.9|60.78|-43.0|33.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 3539 U|#5B9D59|91|157|89|42.0|0.0|43.3|38.4|59.22|-33.0|29.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 3508 U|#6D835B|109|131|91|16.8|0.0|30.5|48.6|52.16|-14.0|19.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2281 U|#DBED9A|219|237|154|7.6|0.0|35.0|7.1|90.98|-16.0|38.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2282 U|#C6EE99|198|238|153|16.8|0.0|35.7|6.7|89.8|-24.0|37.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2283 U|#A5E576|165|229|118|27.9|0.0|48.5|10.2|84.71|-35.0|47.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2284 U|#AFD785|175|215|133|18.6|0.0|38.1|15.7|81.57|-24.0|36.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2285 U|#8EDD65|142|221|101|35.7|0.0|54.3|13.3|81.18|-41.0|50.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2286 U|#7AD148|122|209|72|41.6|0.0|65.6|18.0|76.47|-45.0|57.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2287 U|#5BC649|91|198|73|54.0|0.0|63.1|22.4|71.76|-50.0|51.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 372 U|#CFEF91|207|239|145|13.4|0.0|39.3|6.3|90.59|-22.0|42.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 373 U|#B5E873|181|232|115|22.0|0.0|50.4|9.0|86.67|-31.0|51.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 374 U|#A1E261|161|226|97|28.8|0.0|57.1|11.4|83.53|-37.0|55.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 375 U|#6AC92F|106|201|47|47.3|0.0|76.6|21.2|72.94|-48.0|62.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 376 U|#6BAB38|107|171|56|37.4|0.0|67.3|32.9|63.92|-36.0|50.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 377 U|#6F8E42|111|142|66|21.8|0.0|53.5|44.3|55.29|-21.0|36.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 378 U|#727A4E|114|122|78|6.6|0.0|36.1|52.2|49.8|-9.0|23.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2288 U|#C9E783|201|231|131|13.0|0.0|43.3|9.4|87.84|-22.0|45.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2289 U|#C6DC85|198|220|133|10.0|0.0|39.5|13.7|84.71|-18.0|40.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2290 U|#A9E155|169|225|85|24.9|0.0|62.2|11.8|83.53|-34.0|60.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2291 U|#A2D937|162|217|55|25.3|0.0|74.7|14.9|80.78|-35.0|68.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2292 U|#88C74A|136|199|74|31.7|0.0|62.8|22.0|74.12|-36.0|54.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2293 U|#89CB27|137|203|39|32.5|0.0|80.8|20.4|75.29|-39.0|67.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2294 U|#7EB03D|126|176|61|28.4|0.0|65.3|31.0|66.67|-31.0|51.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2295 U|#E4F18E|228|241|142|5.4|0.0|41.1|5.5|92.55|-15.0|46.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2296 U|#D6ED72|214|237|114|9.7|0.0|51.9|7.1|90.2|-21.0|56.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2297 U|#BEE450|190|228|80|16.7|0.0|64.9|10.6|85.88|-28.0|65.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2298 U|#AEDC68|174|220|104|20.9|0.0|52.7|13.7|82.75|-29.0|51.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2299 U|#9BD256|155|210|86|26.2|0.0|59.0|17.6|78.43|-33.0|54.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2300 U|#ABC765|171|199|101|14.1|0.0|49.2|22.0|76.47|-21.0|45.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2301 U|#8FAD4F|143|173|79|17.3|0.0|54.3|32.2|67.06|-22.0|44.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 580 U|#C9DBAE|201|219|174|8.2|0.0|20.5|14.1|85.1|-12.0|20.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 579 U|#B8D09E|184|208|158|11.5|0.0|24.0|18.4|80.78|-15.0|22.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 578 U|#A7C38F|167|195|143|14.4|0.0|26.7|23.5|75.69|-17.0|23.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 577 U|#93B37B|147|179|123|17.9|0.0|31.3|29.8|69.41|-19.0|25.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 576 U|#7A9A63|122|154|99|20.8|0.0|35.7|39.6|60.0|-19.0|25.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 575 U|#6E8357|110|131|87|16.0|0.0|33.6|48.6|52.16|-14.0|21.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 574 U|#687257|104|114|87|8.8|0.0|23.7|55.3|46.67|-8.0|14.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4211 U|#CFDB8F|207|219|143|5.5|0.0|34.7|14.1|85.1|-13.0|36.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4212 U|#87AF61|135|175|97|22.9|0.0|44.6|31.4|67.06|-24.0|35.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4213 U|#79975F|121|151|95|19.9|0.0|37.1|40.8|59.22|-19.0|26.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4214 U|#697E6A|105|126|106|16.7|0.0|15.9|50.6|50.59|-11.0|8.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4215 U|#6E8166|110|129|102|14.7|0.0|20.9|49.4|51.76|-11.0|12.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4216 U|#657756|101|119|86|15.1|0.0|27.7|53.3|47.84|-12.0|16.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4217 U|#626F4E|98|111|78|11.7|0.0|29.7|56.5|45.1|-10.0|17.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5807 U|#D0D3AA|208|211|170|1.4|0.0|19.4|17.3|83.53|-6.0|20.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5797 U|#C5CA9D|197|202|157|2.5|0.0|22.3|20.8|80.0|-7.0|22.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5787 U|#BABE91|186|190|145|2.1|0.0|23.7|25.5|75.69|-7.0|22.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5777 U|#A5A87B|165|168|123|1.8|0.0|26.8|34.1|67.84|-7.0|23.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5767 U|#92976C|146|151|108|3.3|0.0|28.5|40.8|61.18|-7.0|22.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5757 U|#80845C|128|132|92|3.0|0.0|30.3|48.2|54.12|-7.0|21.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5747 U|#6E744E|110|116|78|5.2|0.0|32.8|54.5|47.45|-7.0|20.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5875 U|#D6D2A1|214|210|161|0.0|1.9|24.8|16.1|83.53|-4.0|25.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5865 U|#CDC895|205|200|149|0.0|2.4|27.3|19.6|80.0|-4.0|26.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5855 U|#BCB88A|188|184|138|0.0|2.1|26.6|26.3|74.12|-4.0|24.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5845 U|#A6A375|166|163|117|0.0|1.8|29.5|34.9|66.27|-4.0|24.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5835 U|#938E67|147|142|103|0.0|3.4|29.9|42.4|58.82|-3.0|22.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5825 U|#8A855E|138|133|94|0.0|3.6|31.9|45.9|55.29|-3.0|22.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5815 U|#726F4C|114|111|76|0.0|2.6|33.3|55.3|46.27|-3.0|20.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4218 U|#B0B5A0|176|181|160|2.8|0.0|11.6|29.0|72.94|-5.0|10.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4219 U|#A3A89A|163|168|154|3.0|0.0|8.3|34.1|68.24|-4.0|7.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4220 U|#919389|145|147|137|1.4|0.0|6.8|42.4|60.39|-2.0|5.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4221 U|#7C8371|124|131|113|5.3|0.0|13.7|48.6|53.73|-5.0|9.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4222 U|#87887F|135|136|127|0.7|0.0|6.6|46.7|56.47|-2.0|5.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4223 U|#797E70|121|126|112|4.0|0.0|11.1|50.6|52.16|-4.0|7.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4224 U|#666D64|102|109|100|6.4|0.0|8.3|57.3|45.1|-4.0|4.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5803 U|#D0D2B9|208|210|185|1.0|0.0|11.9|17.6|83.53|-4.0|12.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5793 U|#C4C9B0|196|201|176|2.5|0.0|12.4|21.2|80.0|-5.0|12.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5783 U|#B4BA9F|180|186|159|3.2|0.0|14.5|27.1|74.51|-6.0|13.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5773 U|#97A085|151|160|133|5.6|0.0|16.9|37.3|64.71|-7.0|13.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5763 U|#7C866D|124|134|109|7.5|0.0|18.7|47.5|54.51|-7.0|12.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5753 U|#737C62|115|124|98|7.3|0.0|21.0|51.4|50.59|-7.0|13.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 5743 U|#636A53|99|106|83|6.6|0.0|21.7|58.4|43.53|-6.0|12.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4225 U|#89847C|137|132|124|0.0|3.6|9.5|46.3|55.29|1.0|5.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4226 U|#8C8979|140|137|121|0.0|2.1|13.6|45.1|56.86|-1.0|9.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4227 U|#79776B|121|119|107|0.0|1.7|11.6|52.5|49.8|-1.0|7.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4228 U|#6C6C60|108|108|96|0.0|0.0|11.1|57.6|45.49|-2.0|7.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4229 U|#6C6F67|108|111|103|2.7|0.0|7.2|56.5|46.27|-2.0|4.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4230 U|#6E6A67|110|106|103|0.0|3.6|6.4|56.9|45.1|1.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4231 U|#6D6965|109|105|101|0.0|3.7|7.3|57.3|44.71|1.0|3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 7492 U|#BBC988|187|201|136|7.0|0.0|32.3|21.2|78.82|-13.0|31.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 7493 U|#B4C094|180|192|148|6.2|0.0|22.9|24.7|76.08|-10.0|21.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 7494 U|#9CAF91|156|175|145|10.9|0.0|17.1|31.4|69.41|-11.0|13.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 7495 U|#828D5A|130|141|90|7.8|0.0|36.2|44.7|56.86|-11.0|26.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 7496 U|#72844A|114|132|74|13.6|0.0|43.9|48.2|52.55|-14.0|29.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 7497 U|#8B8878|139|136|120|0.0|2.2|13.7|45.5|56.47|-1.0|9.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 7498 U|#757C65|117|124|101|5.6|0.0|18.5|51.4|50.98|-6.0|12.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2302 U|#A8B370|168|179|112|6.1|0.0|37.4|29.8|70.98|-12.0|33.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2303 U|#9DB26F|157|178|111|11.8|0.0|37.6|30.2|69.8|-16.0|32.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2304 U|#9DA865|157|168|101|6.5|0.0|39.9|34.1|66.67|-12.0|33.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2305 U|#9BA649|155|166|73|6.6|0.0|56.0|34.9|65.88|-14.0|46.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2306 U|#808D51|128|141|81|9.2|0.0|42.6|44.7|56.47|-12.0|30.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2307 U|#767F41|118|127|65|7.1|0.0|48.8|50.2|51.37|-11.0|32.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 2308 U|#6A6A43|106|106|67|0.0|0.0|36.8|58.4|43.92|-5.0|22.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 7744 U|#B8BD56|184|189|86|2.6|0.0|54.5|25.9|74.51|-12.0|50.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 7745 U|#ADB35E|173|179|94|3.4|0.0|47.5|29.8|70.98|-11.0|42.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 7746 U|#9A9F60|154|159|96|3.1|0.0|39.6|37.6|63.92|-9.0|32.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 7747 U|#8F9663|143|150|99|4.7|0.0|34.0|41.2|60.39|-9.0|26.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 7748 U|#878C63|135|140|99|3.6|0.0|29.3|45.1|56.86|-7.0|21.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 7749 U|#7F8363|127|131|99|3.1|0.0|24.4|48.6|53.73|-6.0|17.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 7750 U|#767A61|118|122|97|3.3|0.0|20.5|52.2|50.2|-5.0|13.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 379 U|#E6ED7A|230|237|122|3.0|0.0|48.5|7.1|91.37|-14.0|54.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 380 U|#D3E359|211|227|89|7.0|0.0|60.8|11.0|87.06|-19.0|63.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 381 U|#B8D53A|184|213|58|13.6|0.0|72.8|16.5|81.18|-25.0|68.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 382 U|#97C222|151|194|34|22.2|0.0|82.5|23.9|73.33|-30.0|67.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 383 U|#8C9937|140|153|55|8.5|0.0|64.1|40.0|60.78|-15.0|48.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 384 U|#868B3D|134|139|61|3.6|0.0|56.1|45.5|56.08|-10.0|40.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 385 U|#7C7A4B|124|122|75|0.0|1.6|39.5|51.4|50.59|-5.0|26.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 386 U|#EDF178|237|241|120|1.7|0.0|50.2|5.5|92.94|-13.0|57.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 387 U|#E0EC54|224|236|84|5.1|0.0|64.4|7.5|90.59|-18.0|69.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 388 U|#D2E73A|210|231|58|9.1|0.0|74.9|9.4|87.84|-22.0|75.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 389 U|#B9DB01|185|219|1|15.5|0.0|99.5|14.1|82.75|-28.0|80.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 390 U|#94A927|148|169|39|12.4|0.0|76.9|33.7|65.88|-20.0|59.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 391 U|#868B3B|134|139|59|3.6|0.0|57.6|45.5|56.08|-10.0|41.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 392 U|#7E7D42|126|125|66|0.0|0.8|47.6|50.6|51.37|-6.0|32.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 587 U|#EBEB99|235|235|153|0.0|0.0|34.9|7.8|91.76|-9.0|40.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 586 U|#E5E888|229|232|136|1.3|0.0|41.4|9.0|90.2|-11.0|46.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 585 U|#E3E686|227|230|134|1.3|0.0|41.7|9.8|89.41|-11.0|46.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 584 U|#CED566|206|213|102|3.3|0.0|52.1|16.5|83.14|-14.0|53.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 583 U|#A5B241|165|178|65|7.3|0.0|63.5|30.2|69.8|-16.0|54.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 582 U|#919146|145|145|70|0.0|0.0|51.7|43.1|58.82|-8.0|39.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 581 U|#78754A|120|117|74|0.0|2.5|38.3|52.9|48.63|-4.0|24.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4232 U|#D5D24C|213|210|76|0.0|1.4|64.3|16.5|82.75|-11.0|64.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4233 U|#C1C041|193|192|65|0.0|0.5|66.3|24.3|76.08|-11.0|61.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Formula Guide Uncoated|PANTONE 4234 U|#BAC26E|186|194|110|4.1|0.0|43.3|23.9|76.47|-12.0|41.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
